time,value
11.550,0.000
11.560,0.000
11.570,0.000
11.580,0.000
11.590,0.000
11.600,0.000
11.610,0.000
11.620,0.000
11.630,0.000
11.640,0.000
11.650,0.000
11.660,0.000
11.670,0.000
11.680,0.000
11.690,0.000
11.700,0.000
11.710,0.000
11.720,0.000
11.730,0.000
11.740,0.000
11.750,0.000
11.760,0.000
11.770,0.000
11.780,0.000
11.790,0.000
11.800,0.000
11.810,0.000
11.820,0.000
11.830,0.000
11.840,0.000
11.850,0.000
11.860,0.000
11.870,0.000
11.880,0.000
11.890,0.000
11.900,0.000
11.910,0.000
11.920,0.000
11.930,0.000
11.940,0.000
11.950,0.000
11.960,0.000
11.970,0.000
11.980,0.000
11.990,0.000
12.000,0.000
12.010,0.000
12.020,0.000
12.030,0.000
12.040,0.000
12.050,0.000
12.060,0.000
12.070,0.000
12.080,0.000
12.090,0.000
12.100,0.000
12.110,0.000
12.120,0.000
12.130,0.000
12.140,0.000
12.150,0.000
12.160,0.000
12.170,0.000
12.180,0.000
12.190,0.000
12.200,0.000
12.210,0.000
12.220,0.000
12.230,0.000
12.240,0.000
12.250,0.000
12.260,0.000
12.270,0.000
12.280,0.000
12.290,0.000
12.300,0.000
12.310,0.000
12.320,0.000
12.330,0.000
12.340,0.000
12.350,0.000
12.360,0.000
12.370,0.000
12.380,0.000
12.390,0.000
12.400,0.000
12.410,0.000
12.420,0.000
12.430,0.000
12.440,0.000
12.450,0.000
12.460,0.000
12.470,0.000
12.480,0.000
12.490,0.000
12.500,0.000
12.510,0.000
12.520,0.000
12.530,0.000
12.540,0.000
12.550,0.000
12.560,0.000
12.570,0.000
12.580,0.000
12.590,0.000
12.600,0.000
12.610,0.000
12.620,0.000
12.630,0.000
12.640,0.000
12.650,0.000
12.660,0.000
12.670,0.000
12.680,0.000
12.690,0.000
12.700,0.000
12.710,0.000
12.720,0.000
12.730,0.000
12.740,0.000
12.750,0.000
12.760,0.000
12.770,0.000
12.780,0.000
12.790,0.000
12.800,0.000
12.810,0.000
12.820,0.000
12.830,0.000
12.840,0.000
12.850,0.000
12.860,0.000
12.870,0.000
12.880,0.000
12.890,0.000
12.900,0.000
12.910,0.000
12.920,0.000
12.930,0.000
12.940,0.000
12.950,0.000
12.960,0.000
12.970,0.000
12.980,0.000
12.990,0.000
13.000,1.000
13.010,1.000
13.020,1.000
13.030,1.000
13.040,1.000
13.050,1.000
13.060,1.000
13.070,1.000
13.080,1.000
13.090,1.000
13.100,1.000
13.110,1.000
13.120,1.000
13.130,1.000
13.140,1.000
13.150,1.000
13.160,1.000
13.170,1.000
13.180,1.000
13.190,1.000
13.200,1.000
13.210,1.000
13.220,1.000
13.230,1.000
13.240,1.000
13.250,1.000
13.260,1.000
13.270,1.000
13.280,1.000
13.290,1.000
13.300,1.000
13.310,1.000
13.320,1.000
13.330,1.000
13.340,1.000
13.350,1.000
13.360,1.000
13.370,1.000
13.380,1.000
13.390,1.000
13.400,1.000
13.410,1.000
13.420,1.000
13.430,1.000
13.440,1.000
13.450,1.000
13.460,1.000
13.470,1.000
13.480,1.000
13.490,1.000
13.500,1.000
13.510,1.000
13.520,1.000
13.530,1.000
13.540,1.000
13.550,1.000
13.560,1.000
13.570,1.000
13.580,1.000
13.590,1.000
13.600,1.000
13.610,1.000
13.620,1.000
13.630,1.000
13.640,1.000
13.650,1.000
13.660,1.000
13.670,1.000
13.680,1.000
13.690,1.000
13.700,1.000
13.710,1.000
13.720,1.000
13.730,1.000
13.740,1.000
13.750,1.000
13.760,1.000
13.770,1.000
13.780,1.000
13.790,1.000
13.800,1.000
13.810,1.000
13.820,1.000
13.830,1.000
13.840,1.000
13.850,1.000
13.860,1.000
13.870,1.000
13.880,1.000
13.890,1.000
13.900,1.000
13.910,1.000
13.920,1.000
13.930,1.000
13.940,1.000
13.950,1.000
13.960,1.000
13.970,1.000
13.980,1.000
13.990,1.000
14.000,1.000
14.010,1.000
14.020,1.000
14.030,1.000
14.040,1.000
14.050,1.000
14.060,1.000
14.070,1.000
14.080,1.000
14.090,1.000
14.100,1.000
14.110,1.000
14.120,1.000
14.130,1.000
14.140,1.000
14.150,1.000
14.160,1.000
14.170,1.000
14.180,1.000
14.190,1.000
14.200,1.000
14.210,1.000
14.220,1.000
14.230,1.000
14.240,1.000
14.250,1.000
14.260,1.000
14.270,1.000
14.280,1.000
14.290,1.000
14.300,1.000
14.310,1.000
14.320,1.000
14.330,1.000
14.340,1.000
14.350,1.000
14.360,1.000
14.370,1.000
14.380,1.000
14.390,1.000
14.400,1.000
14.410,1.000
14.420,1.000
14.430,1.000
14.440,1.000
14.450,1.000
14.460,1.000
14.470,1.000
14.480,1.000
14.490,1.000
14.500,1.000
14.510,1.000
14.520,1.000
14.530,1.000
14.540,1.000
14.550,1.000
14.560,1.000
14.570,1.000
14.580,1.000
14.590,1.000
14.600,1.000
14.610,1.000
14.620,1.000
14.630,1.000
14.640,1.000
14.650,1.000
14.660,1.000
14.670,1.000
14.680,1.000
14.690,1.000
14.700,1.000
14.710,1.000
14.720,1.000
14.730,1.000
14.740,1.000
14.750,1.000
14.760,1.000
14.770,1.000
14.780,1.000
14.790,1.000
14.800,1.000
14.810,1.000
14.820,1.000
14.830,1.000
14.840,1.000
14.850,1.000
14.860,1.000
14.870,1.000
14.880,1.000
14.890,1.000
14.900,1.000
14.910,1.000
14.920,1.000
14.930,1.000
14.940,1.000
14.950,1.000
14.960,1.000
14.970,1.000
14.980,1.000
14.990,1.000
15.000,1.000
15.010,1.000
15.020,1.000
15.030,1.000
15.040,1.000
15.050,1.000
15.060,1.000
15.070,1.000
15.080,1.000
15.090,1.000
15.100,1.000
15.110,1.000
15.120,1.000
15.130,1.000
15.140,1.000
15.150,1.000
15.160,1.000
15.170,1.000
15.180,1.000
15.190,1.000
15.200,1.000
15.210,1.000
15.220,1.000
15.230,1.000
15.240,1.000
15.250,1.000
15.260,1.000
15.270,1.000
15.280,1.000
15.290,1.000
15.300,1.000
15.310,1.000
15.320,1.000
15.330,1.000
15.340,1.000
15.350,1.000
15.360,1.000
15.370,1.000
15.380,1.000
15.390,1.000
15.400,1.000
15.410,1.000
15.420,1.000
15.430,1.000
15.440,1.000
15.450,1.000
15.460,1.000
15.470,1.000
15.480,1.000
15.490,1.000
15.500,1.000
15.510,1.000
15.520,1.000
15.530,1.000
15.540,1.000
15.550,1.000
15.560,1.000
15.570,1.000
15.580,1.000
15.590,1.000
15.600,1.000
15.610,1.000
15.620,1.000
15.630,1.000
15.640,1.000
15.650,1.000
15.660,1.000
15.670,1.000
15.680,1.000
15.690,1.000
15.700,1.000
15.710,1.000
15.720,1.000
15.730,1.000
15.740,1.000
15.750,1.000
15.760,1.000
15.770,1.000
15.780,1.000
15.790,1.000
15.800,1.000
15.810,1.000
15.820,1.000
15.830,1.000
15.840,1.000
15.850,1.000
15.860,1.000
15.870,1.000
15.880,1.000
15.890,1.000
15.900,1.000
15.910,1.000
15.920,1.000
15.930,1.000
15.940,1.000
15.950,1.000
15.960,1.000
15.970,1.000
15.980,1.000
15.990,1.000
16.000,0.000
16.010,0.000
16.020,0.000
16.030,0.000
16.040,0.000
16.050,0.000
16.060,0.000
16.070,0.000
16.080,0.000
16.090,0.000
16.100,0.000
16.110,0.000
16.120,0.000
16.130,0.000
16.140,0.000
16.150,0.000
16.160,0.000
16.170,0.000
16.180,0.000
16.190,0.000
16.200,0.000
16.210,0.000
16.220,0.000
16.230,0.000
16.240,0.000
16.250,0.000
16.260,0.000
16.270,0.000
16.280,0.000
16.290,0.000
16.300,0.000
16.310,0.000
16.320,0.000
16.330,0.000
16.340,0.000
16.350,0.000
16.360,0.000
16.370,0.000
16.380,0.000
16.390,0.000
16.400,0.000
16.410,0.000
16.420,0.000
16.430,0.000
16.440,0.000
16.450,0.000
16.460,0.000
16.470,0.000
16.480,0.000
16.490,0.000
16.500,0.000
16.510,0.000
16.520,0.000
16.530,0.000
16.540,0.000
16.550,0.000
16.560,0.000
16.570,0.000
16.580,0.000
16.590,0.000
16.600,0.000
16.610,0.000
16.620,0.000
16.630,0.000
16.640,0.000
16.650,0.000
16.660,0.000
16.670,0.000
16.680,0.000
16.690,0.000
16.700,0.000
16.710,0.000
16.720,0.000
16.730,0.000
16.740,0.000
16.750,0.000
16.760,0.000
16.770,0.000
16.780,0.000
16.790,0.000
16.800,0.000
16.810,0.000
16.820,0.000
16.830,0.000
16.840,0.000
16.850,0.000
16.860,0.000
16.870,0.000
16.880,0.000
16.890,0.000
16.900,0.000
16.910,0.000
16.920,0.000
16.930,0.000
16.940,0.000
16.950,0.000
16.960,0.000
16.970,0.000
16.980,0.000
16.990,0.000
17.000,0.000
17.010,0.000
17.020,0.000
17.030,0.000
17.040,0.000
17.050,0.000
17.060,0.000
17.070,0.000
17.080,0.000
17.090,0.000
17.100,0.000
17.110,0.000
17.120,0.000
17.130,0.000
17.140,0.000
17.150,0.000
17.160,0.000
17.170,0.000
17.180,0.000
17.190,0.000
17.200,0.000
17.210,0.000
17.220,0.000
17.230,0.000
17.240,0.000
17.250,0.000
17.260,0.000
17.270,0.000
17.280,0.000
17.290,0.000
17.300,0.000
17.310,0.000
17.320,0.000
17.330,0.000
17.340,0.000
17.350,0.000
17.360,0.000
17.370,0.000
17.380,0.000
17.390,0.000
17.400,0.000
17.410,0.000
17.420,0.000
17.430,0.000
17.440,0.000
17.450,0.000
17.460,0.000
17.470,0.000
17.480,0.000
